iter	Passed	Remaining
3229	23498	49252
3230	23506	49247
3231	23514	49241
3232	23522	49235
3233	23529	49227
3234	23537	49221
3235	23545	49216
3236	23554	49212
3237	23563	49207
3238	23569	49197
3239	23576	49190
3240	23583	49181
3241	23589	49172
3242	23596	49165
3243	23605	49160
3244	23612	49152
3245	23619	49145
3246	23626	49138
3247	23633	49130
3248	23641	49124
3249	23649	49119
3250	23658	49114
3251	23666	49107
3252	23674	49102
3253	23682	49096
3254	23690	49090
3255	23698	49085
3256	23705	49078
3257	23712	49069
3258	23719	49061
3259	23726	49054
3260	23733	49047
3261	23741	49040
3262	23748	49033
3263	23755	49024
3264	23762	49017
3265	23769	49009
3266	23775	48999
3267	23781	48989
3268	23787	48980
3269	23795	48972
3270	23802	48966
3271	23809	48957
3272	23816	48949
3273	23824	48943
3274	23831	48936
3275	23838	48929
3276	23845	48920
3277	23851	48911
3278	23858	48903
3279	23865	48895
3280	23872	48886
3281	23879	48878
3282	23885	48868
3283	23892	48861
3284	23899	48852
3285	23906	48846
3286	23915	48842
3287	23922	48834
3288	23929	48827
3289	23937	48820
3290	23944	48812
3291	23951	48805
3292	23960	48801
3293	23968	48794
3294	23976	48789
3295	23987	48789
3296	23998	48790
3297	24011	48793
3298	24023	48796
3299	24035	48799
3300	24048	48803
3301	24059	48803
3302	24069	48801
3303	24082	48806
3304	24094	48808
3305	24107	48812
3306	24117	48811
3307	24129	48813
3308	24141	48814
3309	24151	48813
3310	24163	48816
3311	24175	48818
3312	24187	48819
3313	24198	48821
3314	24212	48826
3315	24223	48827
3316	24237	48832
3317	24246	48829
3318	24257	48828
3319	24269	48831
3320	24282	48834
3321	24292	48833
3322	24304	48836
3323	24314	48834
3324	24324	48832
3325	24336	48833
3326	24346	48832
3327	24357	48832
3328	24367	48829
3329	24379	48831
3330	24389	48829
3331	24395	48820
3332	24405	48818
3333	24413	48812
3334	24421	48806
3335	24428	48798
3336	24436	48791
3337	24445	48788
3338	24452	48780
3339	24459	48772
3340	24467	48766
3341	24475	48760
3342	24482	48752
3343	24488	48743
3344	24495	48735
3345	24502	48727
3346	24509	48717
3347	24516	48710
3348	24522	48701
3349	24531	48697
3350	24541	48694
3351	24548	48686
3352	24555	48679
3353	24561	48669
3354	24569	48662
3355	24577	48656
3356	24583	48646
3357	24590	48638
3358	24596	48629
3359	24603	48622
3360	24611	48614
3361	24618	48606
3362	24624	48598
3363	24631	48590
3364	24639	48583
3365	24645	48573
3366	24653	48566
3367	24659	48558
3368	24666	48549
3369	24672	48539
3370	24678	48529
3371	24684	48520
3372	24692	48513
3373	24698	48503
3374	24705	48496
3375	24712	48488
3376	24718	48478
3377	24724	48467
3378	24730	48458
3379	24736	48449
3380	24743	48440
3381	24750	48432
3382	24756	48422
3383	24762	48413
3384	24769	48405
3385	24777	48398
3386	24784	48390
3387	24790	48380
3388	24797	48373
3389	24802	48362
3390	24809	48354
3391	24817	48346
3392	24824	48338
3393	24829	48327
3394	24835	48317
3395	24841	48307
3396	24847	48298
3397	24853	48288
3398	24861	48281
3399	24867	48272
3400	24874	48264
3401	24882	48257
3402	24889	48249
3403	24896	48243
3404	24903	48234
3405	24910	48226
3406	24917	48218
3407	24924	48210
3408	24931	48202
3409	24938	48195
3410	24944	48185
3411	24951	48177
3412	24960	48172
3413	24966	48162
3414	24974	48156
3415	24981	48148
3416	24988	48141
3417	24994	48131
3418	25001	48124
3419	25008	48114
3420	25015	48107
3421	25022	48099
3422	25029	48091
3423	25035	48082
3424	25043	48076
3425	25053	48073
3426	25062	48069
3427	25075	48073
3428	25087	48075
3429	25099	48076
3430	25110	48076
3431	25118	48071
3432	25127	48066
3433	25135	48059
3434	25142	48051
3435	25152	48050
3436	25162	48047
3437	25170	48042
3438	25181	48042
3439	25191	48038
3440	25204	48042
3441	25212	48037
3442	25223	48036
3443	25236	48040
3444	25246	48038
3445	25261	48045
3446	25269	48040
3447	25278	48034
3448	25285	48026
3449	25292	48019
3450	25299	48011
3451	25311	48012
3452	25320	48008
3453	25331	48008
3454	25344	48011
3455	25357	48015
3456	25371	48019
3457	25382	48019
3458	25394	48021
3459	25405	48020
3460	25415	48019
3461	25427	48019
3462	25439	48021
3463	25449	48018
3464	25460	48018
3465	25470	48017
3466	25481	48016
3467	25493	48017
3468	25508	48023
3469	25520	48026
3470	25532	48026
3471	25546	48032
3472	25556	48030
3473	25568	48030
3474	25577	48026
3475	25589	48027
3476	25599	48025
3477	25609	48023
3478	25619	48020
3479	25630	48020
3480	25640	48017
3481	25651	48016
3482	25663	48018
3483	25674	48017
3484	25684	48015
3485	25691	48007
3486	25698	47999
3487	25706	47993
3488	25713	47985
3489	25722	47980
3490	25729	47972
3491	25736	47964
3492	25743	47956
3493	25751	47950
3494	25757	47941
3495	25764	47932
3496	25771	47924
3497	25778	47916
3498	25784	47906
3499	25791	47897
3500	25797	47889
3501	25803	47879
3502	25810	47870
3503	25817	47861
3504	25824	47854
3505	25831	47846
3506	25837	47836
3507	25843	47826
3508	25850	47817
3509	25856	47809
3510	25864	47801
3511	25872	47795
3512	25878	47787
3513	25885	47777
3514	25891	47767
3515	25897	47758
3516	25904	47751
3517	25911	47743
3518	25919	47736
3519	25925	47727
3520	25932	47717
3521	25938	47708
3522	25944	47699
3523	25952	47693
3524	25958	47683
3525	25967	47677
3526	25977	47675
3527	25990	47678
3528	26001	47678
3529	26012	47678
3530	26023	47676
3531	26034	47675
3532	26045	47675
3533	26056	47675
3534	26068	47676
3535	26079	47674
3536	26092	47676
3537	26103	47677
3538	26116	47679
3539	26126	47677
3540	26137	47676
3541	26148	47675
3542	26158	47672
3543	26171	47675
3544	26184	47678
3545	26197	47681
3546	26209	47682
3547	26221	47684
3548	26233	47684
3549	26244	47683
3550	26254	47681
3551	26264	47677
3552	26275	47677
3553	26284	47673
3554	26295	47671
3555	26301	47662
3556	26309	47655
3557	26317	47649
3558	26324	47642
3559	26332	47634
3560	26339	47626
3561	26345	47617
3562	26352	47608
3563	26359	47600
3564	26366	47593
3565	26375	47587
3566	26383	47581
3567	26390	47573
3568	26397	47566
3569	26405	47559
3570	26411	47549
3571	26418	47541
3572	26425	47534
3573	26432	47525
3574	26439	47516
3575	26446	47508
3576	26453	47500
3577	26460	47493
3578	26467	47484
3579	26475	47478
3580	26482	47470
3581	26491	47465
3582	26498	47457
3583	26504	47448
3584	26510	47438
3585	26518	47431
3586	26526	47425
3587	26534	47418
3588	26541	47410
3589	26546	47399
3590	26553	47390
3591	26560	47383
3592	26567	47374
3593	26573	47364
3594	26579	47355
3595	26586	47346
3596	26593	47338
3597	26600	47331
3598	26607	47323
3599	26615	47316
3600	26622	47308
3601	26629	47300
3602	26637	47293
3603	26644	47286
3604	26652	47279
3605	26658	47269
3606	26665	47261
3607	26673	47254
3608	26680	47246
3609	26686	47237
3610	26694	47231
3611	26702	47225
3612	26710	47218
3613	26717	47210
3614	26725	47203
3615	26732	47196
3616	26739	47187
3617	26745	47178
3618	26753	47171
3619	26759	47161
3620	26766	47154
3621	26774	47147
3622	26781	47139
3623	26788	47131
3624	26795	47123
3625	26802	47115
3626	26809	47106
3627	26814	47095
3628	26821	47087
3629	26828	47079
3630	26835	47070
3631	26842	47063
3632	26850	47057
3633	26858	47050
3634	26865	47042
3635	26873	47035
3636	26879	47026
3637	26886	47018
3638	26894	47011
3639	26901	47003
3640	26907	46994
3641	26915	46987
3642	26922	46979
3643	26929	46971
3644	26936	46963
3645	26943	46955
3646	26950	46948
3647	26956	46937
3648	26962	46927
3649	26969	46920
3650	26976	46911
3651	26982	46901
3652	26989	46894
3653	26997	46886
3654	27004	46879
3655	27013	46873
3656	27021	46868
3657	27028	46860
3658	27035	46852
3659	27041	46843
3660	27050	46837
3661	27056	46827
3662	27062	46817
3663	27071	46813
3664	27083	46814
3665	27095	46814
3666	27106	46813
3667	27118	46813
3668	27130	46815
3669	27142	46815
3670	27152	46813
3671	27163	46811
3672	27174	46809
3673	27185	46808
3674	27196	46806
3675	27206	46804
3676	27218	46804
3677	27228	46802
3678	27239	46800
3679	27246	46792
3680	27256	46789
3681	27262	46780
3682	27268	46770
3683	27276	46763
3684	27282	46754
3685	27289	46745
3686	27296	46737
3687	27303	46729
3688	27310	46722
3689	27317	46714
3690	27325	46707
3691	27330	46696
3692	27338	46688
3693	27345	46681
3694	27352	46674
3695	27360	46666
3696	27368	46660
3697	27375	46652
3698	27382	46643
3699	27388	46635
3700	27395	46626
3701	27402	46618
3702	27426	46639
3703	27435	46634
3704	27442	46626
3705	27448	46617
3706	27457	46611
3707	27465	46606
3708	27473	46598
3709	27480	46590
3710	27486	46581
3711	27493	46573
3712	27501	46566
3713	27508	46558
3714	27515	46550
3715	27524	46545
3716	27531	46537
3717	27539	46530
3718	27545	46521
3719	27554	46517
3720	27561	46508
3721	27568	46500
3722	27574	46491
3723	27582	46483
3724	27588	46474
3725	27593	46463
3726	27599	46453
3727	27605	46443
3728	27611	46433
3729	27618	46425
3730	27625	46417
3731	27632	46409
3732	27639	46401
3733	27645	46391
3734	27652	46383
3735	27659	46376
3736	27666	46367
3737	27673	46359
3738	27679	46348
3739	27686	46341
3740	27693	46334
3741	27700	46326
3742	27707	46317
3743	27714	46309
3744	27722	46302
3745	27728	46292
3746	27734	46283
3747	27740	46274
3748	27747	46265
3749	27755	46258
3750	27763	46252
3751	27769	46243
3752	27776	46234
3753	27782	46225
3754	27789	46216
3755	27796	46208
3756	27802	46198
3757	27809	46190
3758	27816	46183
3759	27823	46175
3760	27830	46167
3761	27838	46160
3762	27845	46152
3763	27852	46144
3764	27859	46136
3765	27865	46126
3766	27871	46116
3767	27878	46109
3768	27884	46099
3769	27891	46091
3770	27897	46081
3771	27903	46072
3772	27910	46063
3773	27918	46056
3774	27924	46048
3775	27931	46038
3776	27938	46030
3777	27944	46021
3778	27951	46013
3779	27957	46003
3780	27964	45995
3781	27970	45985
3782	27977	45979
3783	27985	45972
3784	27992	45963
3785	27998	45954
3786	28005	45945
3787	28011	45936
3788	28019	45929
3789	28025	45920
3790	28032	45912
3791	28039	45903
3792	28046	45897
3793	28054	45889
3794	28061	45881
3795	28068	45874
3796	28075	45865
3797	28082	45857
3798	28088	45847
3799	28095	45839
3800	28102	45832
3801	28109	45823
3802	28115	45814
3803	28121	45805
3804	28129	45798
3805	28135	45788
3806	28143	45782
3807	28150	45773
3808	28156	45765
3809	28163	45756
3810	28170	45748
3811	28176	45739
3812	28184	45732
3813	28191	45723
3814	28198	45716
3815	28205	45708
3816	28212	45699
3817	28218	45691
3818	28225	45683
3819	28232	45674
3820	28240	45667
3821	28247	45659
3822	28254	45651
3823	28263	45646
3824	28270	45638
3825	28276	45630
3826	28285	45625
3827	28297	45624
3828	28307	45622
3829	28318	45620
3830	28330	45620
3831	28341	45618
3832	28352	45616
3833	28363	45615
3834	28374	45613
3835	28386	45613
3836	28395	45609
3837	28407	45608
3838	28421	45612
3839	28435	45615
3840	28448	45616
3841	28462	45620
3842	28470	45614
3843	28482	45613
3844	28497	45618
3845	28511	45621
3846	28528	45628
3847	28539	45627
3848	28550	45626
3849	28563	45626
3850	28575	45627
3851	28588	45628
3852	28601	45630
3853	28612	45628
3854	28624	45628
3855	28636	45628
3856	28649	45629
3857	28660	45628
3858	28669	45622
3859	28677	45615
3860	28685	45609
3861	28691	45600
3862	28698	45592
3863	28706	45586
3864	28714	45579
3865	28721	45571
3866	28732	45569
3867	28739	45561
3868	28748	45556
3869	28756	45550
3870	28769	45551
3871	28782	45552
3872	28799	45560
3873	28819	45572
3874	28836	45579
3875	28859	45597
3876	28882	45613
3877	28900	45624
3878	28918	45632
3879	28936	45642
3880	28951	45646
3881	28961	45642
3882	28972	45640
3883	28980	45634
3884	28990	45630
3885	28999	45625
3886	29007	45619
3887	29015	45613
3888	29025	45609
3889	29035	45605
3890	29045	45602
3891	29054	45597
3892	29066	45597
3893	29076	45593
3894	29086	45589
3895	29093	45581
3896	29101	45575
3897	29109	45568
3898	29117	45561
3899	29129	45560
3900	29136	45552
3901	29142	45544
3902	29150	45537
3903	29157	45528
3904	29163	45518
3905	29171	45512
3906	29179	45505
3907	29186	45497
3908	29194	45490
3909	29205	45489
3910	29214	45484
3911	29223	45479
3912	29233	45475
3913	29243	45471
3914	29251	45465
3915	29259	45458
3916	29266	45450
3917	29274	45443
3918	29283	45438
3919	29292	45432
3920	29300	45426
3921	29312	45426
3922	29321	45421
3923	29329	45414
3924	29338	45408
3925	29345	45401
3926	29352	45392
3927	29359	45384
3928	29366	45376
3929	29372	45365
3930	29379	45357
3931	29385	45348
3932	29393	45341
3933	29400	45333
3934	29406	45324
3935	29413	45315
3936	29420	45307
3937	29426	45298
3938	29433	45290
3939	29440	45281
3940	29447	45273
3941	29453	45263
3942	29460	45255
3943	29467	45247
3944	29474	45238
3945	29482	45232
3946	29489	45224
3947	29497	45216
3948	29504	45208
3949	29511	45200
3950	29518	45192
3951	29526	45186
3952	29532	45176
3953	29542	45172
3954	29548	45163
3955	29557	45157
3956	29565	45151
3957	29577	45150
3958	29586	45145
3959	29596	45142
3960	29606	45137
3961	29615	45133
3962	29626	45131
3963	29637	45128
3964	29645	45122
3965	29654	45117
3966	29664	45113
3967	29673	45108
3968	29682	45103
3969	29697	45107
3970	29714	45113
3971	29724	45110
3972	29736	45110
3973	29747	45107
3974	29757	45103
3975	29767	45100
3976	29776	45095
3977	29784	45088
3978	29792	45081
3979	29801	45076
3980	29808	45068
3981	29817	45062
3982	29824	45055
3983	29834	45051
3984	29843	45046
3985	29852	45040
3986	29860	45033
3987	29870	45030
3988	29878	45024
3989	29886	45016
3990	29892	45007
3991	29902	45003
3992	29910	44996
3993	29920	44992
3994	29939	45002
3995	29959	45013
3996	29971	45013
3997	29979	45006
3998	29986	44999
3999	29994	44991
4000	30000	44982
4001	30008	44974
4002	30015	44967
4003	30023	44960
4004	30030	44952
4005	30038	44945
4006	30046	44938
4007	30054	44931
4008	30060	44921
4009	30067	44913
4010	30074	44905
4011	30081	44897
4012	30088	44888
4013	30095	44881
4014	30101	44870
4015	30107	44861
4016	30113	44851
4017	30119	44841
4018	30125	44832
4019	30131	44823
4020	30138	44814
4021	30145	44805
4022	30152	44798
4023	30159	44790
4024	30166	44780
4025	30172	44771
4026	30179	44763
4027	30187	44756
4028	30196	44751
4029	30204	44745
4030	30212	44738
4031	30220	44731
4032	30230	44727
4033	30240	44723
4034	30248	44717
4035	30257	44712
4036	30268	44709
4037	30281	44710
4038	30292	44707
4039	30304	44706
4040	30315	44704
4041	30324	44698
4042	30335	44696
4043	30345	44692
4044	30356	44689
4045	30369	44691
4046	30379	44687
4047	30391	44685
4048	30401	44681
4049	30409	44676
4050	30418	44670
4051	30426	44662
4052	30434	44657
4053	30442	44649
4054	30450	44643
4055	30458	44636
4056	30466	44629
4057	30474	44622
4058	30481	44614
4059	30489	44607
4060	30496	44599
4061	30505	44593
4062	30512	44586
4063	30520	44579
4064	30527	44570
4065	30535	44563
4066	30542	44556
4067	30552	44551
4068	30559	44544
4069	30567	44536
4070	30574	44528
4071	30584	44525
4072	30592	44518
4073	30599	44509
4074	30606	44501
4075	30614	44493
4076	30621	44486
4077	30628	44478
4078	30635	44470
4079	30642	44462
4080	30649	44453
4081	30657	44445
4082	30664	44438
4083	30671	44430
4084	30679	44422
4085	30686	44414
4086	30693	44406
4087	30699	44397
4088	30707	44389
4089	30713	44380
4090	30720	44372
4091	30727	44364
4092	30734	44356
4093	30741	44347
4094	30749	44341
4095	30756	44332
4096	30764	44325
4097	30771	44317
4098	30778	44309
4099	30785	44301
4100	30791	44292
4101	30800	44285
4102	30806	44276
4103	30812	44266
4104	30819	44258
4105	30826	44249
4106	30832	44240
4107	30841	44235
4108	30850	44229
4109	30859	44224
4110	30867	44217
4111	30875	44211
4112	30884	44205
4113	30892	44199
4114	30901	44193
4115	30909	44185
4116	30917	44180
4117	30927	44175
4118	30936	44170
4119	30947	44167
4120	30956	44162
4121	30963	44154
4122	30971	44147
4123	30978	44139
4124	30986	44131
4125	30992	44123
4126	30999	44114
4127	31007	44107
4128	31015	44100
4129	31022	44092
4130	31029	44084
4131	31036	44075
4132	31043	44068
4133	31050	44059
4134	31057	44051
4135	31064	44042
4136	31072	44035
4137	31078	44027
4138	31085	44017
4139	31091	44008
4140	31098	44000
4141	31106	43993
4142	31113	43985
4143	31120	43977
4144	31127	43968
4145	31134	43961
4146	31141	43952
4147	31148	43944
4148	31156	43936
4149	31162	43928
4150	31169	43920
4151	31176	43912
4152	31184	43904
4153	31190	43895
4154	31197	43886
4155	31203	43877
4156	31208	43866
4157	31215	43857
4158	31222	43849
4159	31229	43841
4160	31236	43833
4161	31243	43825
4162	31250	43816
4163	31258	43809
4164	31266	43802
4165	31272	43794
4166	31279	43785
4167	31286	43776
4168	31293	43768
4169	31300	43760
4170	31308	43753
4171	31315	43746
4172	31322	43738
4173	31329	43729
4174	31335	43719
4175	31343	43712
4176	31350	43704
4177	31357	43696
4178	31364	43688
4179	31373	43682
4180	31380	43674
4181	31387	43666
4182	31394	43658
4183	31402	43651
4184	31409	43643
4185	31417	43636
4186	31423	43627
4187	31431	43619
4188	31439	43612
4189	31446	43604
4190	31453	43596
4191	31461	43589
4192	31469	43582
4193	31477	43575
4194	31484	43567
4195	31492	43560
4196	31500	43554
4197	31508	43547
4198	31515	43539
4199	31524	43533
4200	31531	43525
4201	31538	43516
4202	31545	43509
4203	31552	43500
4204	31559	43492
4205	31566	43484
4206	31573	43476
4207	31580	43468
4208	31588	43461
4209	31594	43451
4210	31601	43444
4211	31608	43435
4212	31617	43429
4213	31626	43425
4214	31633	43416
4215	31641	43409
4216	31648	43401
4217	31655	43392
4218	31661	43384
4219	31669	43377
4220	31675	43367
4221	31681	43358
4222	31689	43350
4223	31697	43343
4224	31704	43336
4225	31711	43328
4226	31718	43319
4227	31725	43311
4228	31733	43304
4229	31740	43296
4230	31748	43288
4231	31755	43280
4232	31760	43270
4233	31767	43262
4234	31773	43252
4235	31781	43245
4236	31787	43235
4237	31794	43228
4238	31801	43219
4239	31808	43211
4240	31815	43202
4241	31823	43195
4242	31830	43188
4243	31836	43179
4244	31843	43170
4245	31849	43161
4246	31855	43152
4247	31862	43143
4248	31871	43137
4249	31878	43129
4250	31885	43121
4251	31891	43112
4252	31898	43103
4253	31905	43095
4254	31912	43086
4255	31918	43078
4256	31926	43070
4257	31932	43061
4258	31938	43052
4259	31944	43042
4260	31951	43033
4261	31958	43025
4262	31963	43015
4263	31970	43006
4264	31977	42999
4265	31984	42990
4266	31990	42981
4267	31996	42972
4268	32004	42964
4269	32011	42956
4270	32017	42947
4271	32024	42939
4272	32031	42930
4273	32038	42922
4274	32045	42915
4275	32053	42908
4276	32060	42899
4277	32067	42891
4278	32074	42883
4279	32081	42875
4280	32088	42867
4281	32095	42859
4282	32103	42851
4283	32110	42844
4284	32117	42835
4285	32124	42827
4286	32131	42820
4287	32138	42811
4288	32146	42805
4289	32154	42797
4290	32161	42789
4291	32168	42781
4292	32176	42774
4293	32183	42765
4294	32190	42758
4295	32198	42751
4296	32205	42743
4297	32212	42735
4298	32218	42725
4299	32224	42716
4300	32232	42708
4301	32241	42703
4302	32250	42698
4303	32259	42692
4304	32266	42684
4305	32275	42678
4306	32282	42671
4307	32289	42663
4308	32297	42655
4309	32306	42650
4310	32315	42644
4311	32322	42637
4312	32330	42630
4313	32340	42625
4314	32348	42619
4315	32356	42612
4316	32365	42607
4317	32373	42599
4318	32380	42592
4319	32388	42584
4320	32396	42578
4321	32403	42569
4322	32410	42562
4323	32418	42554
4324	32425	42546
4325	32433	42539
4326	32440	42532
4327	32447	42524
4328	32454	42516
4329	32462	42508
4330	32468	42499
4331	32476	42491
4332	32482	42483
4333	32490	42476
4334	32498	42469
4335	32505	42461
4336	32512	42452
4337	32519	42444
4338	32525	42435
4339	32532	42427
4340	32539	42419
4341	32545	42409
4342	32552	42401
4343	32559	42393
4344	32566	42385
4345	32573	42376
4346	32578	42366
4347	32585	42357
4348	32592	42350
4349	32599	42342
4350	32607	42334
4351	32615	42328
4352	32622	42320
4353	32630	42313
4354	32637	42305
4355	32645	42298
4356	32652	42290
4357	32659	42282
4358	32666	42274
4359	32675	42268
4360	32683	42261
4361	32690	42253
4362	32697	42245
4363	32704	42237
4364	32711	42228
4365	32718	42220
4366	32724	42211
4367	32732	42204
4368	32739	42196
4369	32745	42187
4370	32753	42179
4371	32759	42170
4372	32765	42160
4373	32771	42152
4374	32777	42142
4375	32783	42132
4376	32790	42124
4377	32797	42116
4378	32804	42108
4379	32811	42100
4380	32819	42093
4381	32826	42085
4382	32832	42076
4383	32838	42066
4384	32844	42057
4385	32851	42049
4386	32859	42042
4387	32867	42035
4388	32874	42028
4389	32881	42019
4390	32889	42012
4391	32896	42004
4392	32903	41996
4393	32910	41988
4394	32918	41980
4395	32923	41971
4396	32929	41961
4397	32934	41951
4398	32941	41942
4399	32948	41934
4400	32955	41926
4401	32961	41917
4402	32969	41909
4403	32975	41900
4404	32982	41892
4405	32988	41883
4406	32994	41873
4407	33001	41865
4408	33008	41857
4409	33015	41850
4410	33022	41842
4411	33029	41833
4412	33035	41823
4413	33042	41815
4414	33049	41807
4415	33057	41800
4416	33063	41791
4417	33070	41784
4418	33078	41776
4419	33085	41768
4420	33093	41761
4421	33100	41753
4422	33107	41745
4423	33114	41737
4424	33122	41730
4425	33128	41720
4426	33135	41712
4427	33142	41705
4428	33150	41698
4429	33157	41690
4430	33163	41681
4431	33170	41672
4432	33178	41666
4433	33185	41657
4434	33191	41648
4435	33197	41639
4436	33204	41630
4437	33211	41622
4438	33217	41613
4439	33224	41605
4440	33230	41595
4441	33237	41587
4442	33242	41577
4443	33249	41569
4444	33257	41562
4445	33263	41553
4446	33271	41545
4447	33278	41537
4448	33286	41531
4449	33293	41523
4450	33300	41515
4451	33307	41507
4452	33315	41500
4453	33322	41492
4454	33329	41483
4455	33336	41475
4456	33343	41467
4457	33349	41458
4458	33356	41450
4459	33363	41442
4460	33371	41435
4461	33378	41427
4462	33385	41419
4463	33395	41414
4464	33403	41407
4465	33410	41400
4466	33417	41391
4467	33424	41383
4468	33431	41375
4469	33438	41368
4470	33446	41361
4471	33454	41354
4472	33461	41346
4473	33469	41339
4474	33477	41332
4475	33484	41324
4476	33491	41315
4477	33498	41308
4478	33505	41299
4479	33512	41292
4480	33519	41283
4481	33526	41276
4482	33533	41268
4483	33540	41259
4484	33547	41251
4485	33554	41243
4486	33561	41235
4487	33569	41228
4488	33576	41220
4489	33583	41213
4490	33590	41204
4491	33597	41196
4492	33604	41188
4493	33612	41181
4494	33619	41173
4495	33626	41165
4496	33633	41157
4497	33638	41147
4498	33646	41140
4499	33654	41132
4500	33660	41124
4501	33666	41115
4502	33673	41106
4503	33680	41098
4504	33687	41090
4505	33694	41082
4506	33701	41074
4507	33707	41065
4508	33713	41055
4509	33721	41049
4510	33732	41045
4511	33738	41036
4512	33745	41028
4513	33752	41020
4514	33759	41012
4515	33766	41004
4516	33774	40997
4517	33781	40989
4518	33788	40981
4519	33795	40973
4520	33802	40964
4521	33809	40957
4522	33817	40950
4523	33824	40942
4524	33831	40933
4525	33839	40926
4526	33845	40918
4527	33852	40910
4528	33859	40902
4529	33866	40893
4530	33873	40885
4531	33879	40877
4532	33887	40869
4533	33894	40861
4534	33901	40854
4535	33908	40845
4536	33915	40837
4537	33923	40830
4538	33930	40822
4539	33937	40814
4540	33943	40805
4541	33950	40797
4542	33957	40789
4543	33965	40781
4544	33971	40772
4545	33977	40764
4546	33985	40756
4547	33992	40748
4548	34000	40741
4549	34007	40734
4550	34014	40725
4551	34022	40718
4552	34029	40711
4553	34036	40703
4554	34044	40696
4555	34051	40688
4556	34058	40680
4557	34065	40672
4558	34072	40664
4559	34080	40657
4560	34087	40649
4561	34094	40641
4562	34101	40633
4563	34109	40626
4564	34116	40617
4565	34123	40610
4566	34129	40600
4567	34135	40592
4568	34142	40584
4569	34150	40576
4570	34157	40569
4571	34164	40561
4572	34171	40553
4573	34178	40544
4574	34184	40536
4575	34192	40528
4576	34199	40521
4577	34206	40512
4578	34213	40504
4579	34220	40496
4580	34228	40489
4581	34234	40480
4582	34242	40473
4583	34250	40467
4584	34258	40459
4585	34265	40451
4586	34272	40443
4587	34278	40435
4588	34285	40426
4589	34292	40418
4590	34299	40411
4591	34306	40402
4592	34314	40395
4593	34321	40388
4594	34328	40379
4595	34335	40372
4596	34341	40362
4597	34348	40355
4598	34355	40346
4599	34362	40338
4600	34369	40330
4601	34376	40322
4602	34382	40313
4603	34389	40305
4604	34397	40298
4605	34403	40289
4606	34409	40280
4607	34416	40271
4608	34423	40264
4609	34429	40255
4610	34437	40247
4611	34443	40239
4612	34450	40230
4613	34455	40220
4614	34463	40213
4615	34471	40206
4616	34478	40198
4617	34484	40189
4618	34491	40181
4619	34497	40172
4620	34505	40165
4621	34512	40157
4622	34518	40148
4623	34525	40140
4624	34532	40132
4625	34539	40124
4626	34544	40114
4627	34550	40104
4628	34557	40096
4629	34564	40088
4630	34573	40082
4631	34578	40073
4632	34585	40064
4633	34592	40056
4634	34598	40047
4635	34605	40039
4636	34612	40031
4637	34623	40027
4638	34632	40022
4639	34641	40016
4640	34649	40010
4641	34657	40003
4642	34666	39997
4643	34673	39989
4644	34680	39981
4645	34688	39974
4646	34696	39968
4647	34704	39960
4648	34711	39953
4649	34720	39946
4650	34727	39939
4651	34734	39931
4652	34741	39923
4653	34749	39915
4654	34755	39906
4655	34762	39899
4656	34769	39891
4657	34778	39885
4658	34787	39879
4659	34793	39870
4660	34800	39862
4661	34807	39854
4662	34814	39847
4663	34822	39839
4664	34828	39831
4665	34836	39823
4666	34843	39816
4667	34851	39808
4668	34858	39801
4669	34865	39792
4670	34872	39784
4671	34879	39776
4672	34886	39768
4673	34892	39760
4674	34899	39751
4675	34906	39744
4676	34914	39737
4677	34922	39730
4678	34930	39722
4679	34938	39716
4680	34944	39707
4681	34952	39700
4682	34959	39692
4683	34965	39683
4684	34972	39675
4685	34978	39666
4686	34985	39658
4687	34993	39650
4688	35000	39643
4689	35006	39634
4690	35013	39625
4691	35019	39617
4692	35027	39610
4693	35034	39602
4694	35041	39594
4695	35047	39585
4696	35054	39577
4697	35061	39568
4698	35067	39560
4699	35074	39552
4700	35082	39544
4701	35089	39536
4702	35096	39529
4703	35103	39521
4704	35110	39513
4705	35118	39506
4706	35126	39499
4707	35133	39491
4708	35140	39483
4709	35147	39475
4710	35154	39467
4711	35160	39458
4712	35166	39449
4713	35173	39441
4714	35180	39433
4715	35186	39424
4716	35193	39415
4717	35199	39407
4718	35206	39398
4719	35213	39391
4720	35220	39383
4721	35228	39376
4722	35235	39368
4723	35242	39360
4724	35249	39352
4725	35255	39343
4726	35263	39336
4727	35269	39327
4728	35276	39319
4729	35284	39312
4730	35290	39303
4731	35297	39295
4732	35303	39287
4733	35309	39277
4734	35317	39270
4735	35323	39261
4736	35330	39253
4737	35337	39245
4738	35344	39237
4739	35351	39229
4740	35358	39221
4741	35365	39213
4742	35372	39206
4743	35380	39198
4744	35387	39190
4745	35393	39182
4746	35400	39173
4747	35407	39165
4748	35414	39157
4749	35420	39149
4750	35427	39140
4751	35433	39132
4752	35439	39123
4753	35446	39115
4754	35454	39108
4755	35462	39101
4756	35469	39093
4757	35476	39085
4758	35484	39078
4759	35491	39070
4760	35498	39062
4761	35506	39055
4762	35513	39047
4763	35520	39039
4764	35526	39030
4765	35534	39023
4766	35541	39015
4767	35548	39007
4768	35555	38999
4769	35561	38991
4770	35568	38982
4771	35575	38974
4772	35582	38967
4773	35589	38959
4774	35596	38951
4775	35603	38943
4776	35610	38935
4777	35617	38927
4778	35624	38919
4779	35631	38911
4780	35638	38903
4781	35645	38895
4782	35652	38887
